timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1657677900,Jul 13 2022 - 2:05am,complete,N/A,Cimarrones de Sonora,Mineros de Zacatecas,Mario Terrazas Chávez,3,0.00,0.00,1.71,1.00,3,0,3,1,1,0,"33,46,62","",6,4,2,0,3,0,0,2,1,2,11,16,5,10,6,6,16,16,50,50,0.00,0.00,1.53,2.15,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.05,3.25,3.20,1.29,2.00,3.34,6.30,1.79,1.94,Estadio Héroe de Nacozari (Hermosillo)
1657749600,Jul 13 2022 - 10:00pm,complete,N/A,Tepatitlán de Morelos,Raya2,N/A,3,3.00,3.00,1.50,1.39,1,2,3,2,1,1,"36","24,56",6,6,5,0,6,0,2,3,2,4,9,5,5,4,4,1,20,14,50,50,1.16,0.73,1.44,0.97,1.50,0,50,0,0,0,0,0,50,100,15.00,7.00,1.67,3.24,4.83,1.50,2.29,0.00,0.00,0.00,0.00,Estadio Gregorio Tepa Gómez (Tepatitlán de Morelos)
1657757100,Jul 14 2022 - 12:05am,complete,N/A,Atlante,Cancún,N/A,3,3.00,3.00,2.35,0.65,2,0,2,2,2,0,"6,16","",2,2,2,0,3,0,1,1,2,1,10,5,4,2,6,3,15,9,48,52,0.00,1.03,1.42,0.83,3.00,50,100,100,0,0,0,100,100,100,3.00,4.00,1.81,3.28,4.26,1.40,2.25,4.50,9.50,2.08,1.67,Estadio Ciudad de los Deportes (Ciudad de México (D.F.))
1657764300,Jul 14 2022 - 2:05am,complete,N/A,CA La Paz,Leones Negros de la Universidad de Guadalajara,N/A,3,0.00,0.00,1.94,1.14,2,2,4,2,1,1,"18,77","42,57",10,4,3,0,1,1,1,2,0,2,11,7,8,4,3,3,-1,-1,50,50,0.00,0.00,1.75,1.07,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.48,3.06,2.85,1.36,2.15,3.76,8.10,1.84,1.92,Estadio Guaycura (La Paz)
1657836000,Jul 14 2022 - 10:00pm,complete,N/A,Tapatío,Morelia,N/A,3,3.00,0.00,2.00,1.19,2,0,2,0,0,0,"54,90","",6,5,4,0,3,0,1,3,0,3,15,7,5,3,10,4,20,16,50,50,1.05,0.95,1.77,1.25,2.50,50,50,50,50,0,50,100,50,50,8.00,5.00,2.62,2.97,2.58,1.36,2.24,4.00,8.00,1.90,1.80,Estadio AKRON (Zapopan)
1657843500,Jul 15 2022 - 12:05am,complete,N/A,Pumas Tabasco,Zacatepec Siglo XXI,Abraham de Jesús Quirarte Contreras,3,0.00,1.00,1.18,0.79,0,2,2,0,0,0,"","64,76",-1,-1,4,1,3,0,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.11,0.00,0.00,0.00,1.50,50,50,50,0,0,0,50,50,50,6.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Olímpico de Villahermosa (Villahermosa)
1657850700,Jul 15 2022 - 2:05am,complete,N/A,Venados,Celaya,N/A,3,0.00,0.00,1.84,1.82,3,2,5,3,2,1,"17,36,66","11,79",4,3,3,0,1,0,0,3,0,1,7,7,4,5,3,2,10,10,50,50,1.42,0.94,1.03,1.06,2.50,50,50,50,50,0,50,50,50,100,9.00,3.00,2.50,3.20,2.50,1.39,2.25,4.00,8.50,1.95,1.71,Estadio Olímpico Carlos Iturralde Rivero (Mérida)
1658268300,Jul 19 2022 - 10:05pm,complete,N/A,Mineros de Zacatecas,Tepatitlán de Morelos,N/A,4,1.50,0.00,1.32,1.06,1,1,2,1,1,0,"44","55",9,4,2,0,3,0,1,1,3,0,8,2,4,2,4,0,15,17,50,50,1.42,0.79,1.30,0.58,3.50,25,75,75,25,25,25,75,75,100,9.00,12.00,2.25,3.35,2.96,1.47,2.60,4.54,8.40,2.11,1.65,Estadio Carlos Vega Villalba (Zacatecas)
1658275500,Jul 20 2022 - 12:05am,complete,N/A,Cancún,Tlaxcala,N/A,4,0.00,0.00,1.29,1.00,1,0,1,1,1,0,"24","",3,3,3,1,2,0,1,3,0,2,10,11,4,2,6,9,17,15,49,51,0.82,0.62,1.31,1.20,1.50,0,50,0,0,0,0,50,0,100,12.00,4.00,2.04,3.35,3.40,1.46,2.35,4.54,8.70,2.13,1.64,Estadio Olímpico Andrés Quintana Roo (Cancún)
1658282700,Jul 20 2022 - 2:05am,complete,N/A,Dorados,CA La Paz,N/A,4,0.00,0.50,1.00,0.29,1,0,1,1,1,0,"19","",3,5,4,0,2,1,1,3,0,3,9,8,3,4,6,4,21,11,48,52,1.34,0.00,1.14,1.32,2.25,50,75,75,0,0,0,75,75,75,10.00,5.50,1.96,3.24,3.90,1.34,2.10,3.70,7.30,1.86,1.85,Estadio Dorados (Culiacán)
1658354400,Jul 20 2022 - 10:00pm,complete,N/A,Durango,Venados,N/A,4,1.00,1.00,1.56,0.95,1,1,2,1,1,0,"41","69",3,3,3,0,4,0,1,2,0,4,5,3,3,2,2,1,10,18,59,41,0.00,0.00,0.76,0.55,0.00,0,0,0,0,0,0,0,0,0,4.00,4.00,2.04,3.35,3.40,1.38,2.20,4.05,7.50,1.95,1.78,Estadio Francisco Zarco (Durango)
1658361900,Jul 21 2022 - 12:05am,complete,N/A,Celaya,Tapatío,N/A,4,3.00,3.00,2.41,1.09,2,0,2,1,1,0,"35,72","",4,5,4,0,3,0,1,3,1,2,5,3,4,2,1,1,12,14,52,48,1.42,1.34,0.86,0.63,5.00,100,100,100,50,50,50,100,100,100,5.00,5.00,2.25,3.35,2.96,1.41,2.25,4.10,7.75,2.00,1.71,Estadio Miguel Alemán Valdés (Celaya)
1658369100,Jul 21 2022 - 2:05am,complete,N/A,Raya2,Atlante,Edgar Ulises Rangel Araújo,4,3.00,3.00,1.11,1.39,0,0,0,0,0,0,"","",4,3,2,0,3,0,0,2,1,2,15,10,10,5,5,5,-1,-1,50,50,0.66,0.86,2.04,1.45,2.00,50,50,50,0,0,50,100,0,50,8.00,7.00,2.30,3.35,2.86,1.50,2.35,0.00,0.00,0.00,0.00,Estadio BBVA (Guadalupe)
1658448000,Jul 22 2022 - 12:00am,complete,N/A,Leones Negros de la Universidad de Guadalajara,Correcaminos UAT,Guillermo Pacheco Larios,4,2.00,3.00,1.75,0.94,0,0,0,0,0,0,"","",2,8,3,0,2,0,1,2,2,0,12,14,8,4,4,10,12,10,46,54,1.39,1.65,1.77,1.80,2.75,50,75,75,50,0,50,75,75,75,10.00,5.00,1.88,3.55,3.75,1.43,2.15,4.05,6.75,2.01,1.73,Estadio Jalisco (Guadalajara)
1658527200,Jul 22 2022 - 10:00pm,complete,N/A,Zacatepec Siglo XXI,Cimarrones de Sonora,Edgar Allan Morales Olvera,4,1.00,1.50,1.53,1.40,1,1,2,1,1,0,"37","90'1",-1,-1,3,0,1,0,1,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,1.53,0.00,0.00,1.25,25,50,25,0,0,0,50,25,50,6.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Estadio Tecnológico de Oaxaca (Oaxaca)
